"Policy_ID","Customer_Segment","Product","Channel","Region","Issue_Date","Due_Date","Payment_Date","Month","Premium_TRY","Collected_TRY","Outstanding_TRY","Payment_Status","Days_Late","Aging_Bucket","Currency","Agent_ID","Risk_Score","Renewal_Flag"
"POL-00908","KOBİ","Trafik","Acente","İç Anadolu","2025-05-11","2025-06-01","2025-05-27","2025-05","12530","12530","0","Paid On Time","0","Not Applicable","TRY","AG-16","54","Yes"
"POL-00909","KOBİ","Kasko","Dijital","Karadeniz","2025-03-06","2025-03-23","2025-03-24","2025-03","26090","26090","0","Paid Late","1","Not Applicable","USD","AG-06","44","Yes"
"POL-00910","Kurumsal","Trafik","Çağrı Merkezi","Marmara","2025-11-17","2025-12-17","2025-12-15","2025-11","31610","31610","0","Paid On Time","0","Not Applicable","USD","AG-07","50","Yes"
"POL-00911","KOBİ","Trafik","Çağrı Merkezi","Marmara","2025-09-02","2025-09-19","2025-09-16","2025-09","18230","18230","0","Paid On Time","0","Not Applicable","TRY","AG-11","65","Yes"
"POL-00912","Kurumsal","Sağlık","Acente","Marmara","2025-10-11","2025-11-06","2025-12-02","2025-10","73830","73830","0","Paid Late","26","Not Applicable","TRY","AG-12","49","Yes"
"POL-00913","KOBİ","Trafik","Banka","Marmara","2025-02-17","2025-03-10","2025-03-07","2025-02","9950","9950","0","Paid On Time","0","Not Applicable","TRY","AG-07","46","Yes"
"POL-00914","Bireysel","Konut","Acente","Marmara","2025-09-15","2025-09-29","2025-09-25","2025-09","5120","5120","0","Paid On Time","0","Not Applicable","TRY","AG-14","32","No"
"POL-00915","KOBİ","Trafik","Dijital","Marmara","2025-04-06","2025-04-25","2025-04-25","2025-04","13670","13670","0","Paid On Time","0","Not Applicable","TRY","AG-09","51","Yes"
"POL-00916","Bireysel","Konut","Banka","Marmara","2025-11-11","2025-12-06","2025-12-05","2025-11","3750","3750","0","Paid On Time","0","Not Applicable","TRY","AG-12","22","Yes"
"POL-00917","Kurumsal","Konut","Acente","Marmara","2025-08-05","2025-09-01","2025-09-24","2025-08","15090","15090","0","Paid Late","23","Not Applicable","TRY","AG-16","44","Yes"
"POL-00918","Kurumsal","Sağlık","Banka","Marmara","2025-05-04","2025-05-29","2025-05-26","2025-05","79800","79800","0","Paid On Time","0","Not Applicable","TRY","AG-01","49","No"
"POL-00919","Bireysel","Konut","Banka","İç Anadolu","2025-06-14","2025-07-05","2025-07-05","2025-06","5860","5860","0","Paid On Time","0","Not Applicable","TRY","AG-09","39","Yes"
"POL-00920","KOBİ","Trafik","Acente","Akdeniz","2025-03-09","2025-03-31","2025-03-29","2025-03","12850","12850","0","Paid On Time","0","Not Applicable","USD","AG-07","45","Yes"
"POL-00921","Bireysel","Kasko","Acente","Marmara","2025-01-21","2025-02-13","","2025-01","19600","13460","6140","Overdue","64","61-90 Days","TRY","AG-03","60","No"
"POL-00922","KOBİ","Sağlık","Çağrı Merkezi","Marmara","2025-09-09","2025-09-24","2025-09-21","2025-09","51190","51190","0","Paid On Time","0","Not Applicable","USD","AG-04","66","Yes"
"POL-00923","Bireysel","Trafik","Banka","Marmara","2025-07-20","2025-08-06","2025-08-01","2025-07","9050","9050","0","Paid On Time","0","Not Applicable","USD","AG-07","43","Yes"
"POL-00924","Bireysel","Trafik","Acente","Ege","2025-07-04","2025-07-27","2025-07-24","2025-07","10150","10150","0","Paid On Time","0","Not Applicable","TRY","AG-09","54","Yes"
"POL-00925","Kurumsal","Seyahat","Banka","Marmara","2025-09-05","2025-09-27","2025-09-23","2025-09","9240","9240","0","Paid On Time","0","Not Applicable","TRY","AG-04","42","Yes"
"POL-00926","Bireysel","Kasko","Banka","Marmara","2025-09-24","2025-10-22","2025-10-17","2025-09","18100","18100","0","Paid On Time","0","Not Applicable","TRY","AG-10","66","Yes"
"POL-00927","Kurumsal","Trafik","Acente","Ege","2025-11-18","2025-12-03","2025-12-01","2025-11","26010","26010","0","Paid On Time","0","Not Applicable","TRY","AG-15","47","Yes"
"POL-00928","Bireysel","Seyahat","Dijital","İç Anadolu","2025-04-01","2025-04-26","2025-04-22","2025-04","2300","2300","0","Paid On Time","0","Not Applicable","TRY","AG-05","42","No"
"POL-00929","KOBİ","Konut","Acente","Marmara","2025-11-15","2025-12-06","2025-12-06","2025-11","9580","9580","0","Paid On Time","0","Not Applicable","TRY","AG-16","39","Yes"
"POL-00930","Kurumsal","Trafik","Çağrı Merkezi","Karadeniz","2025-09-18","2025-10-03","","2025-09","28730","0","28730","Overdue","105","90+ Days","TRY","AG-17","56","No"
"POL-00931","Bireysel","Kasko","Acente","Akdeniz","2025-03-04","2025-04-03","2025-04-03","2025-03","18450","18450","0","Paid On Time","0","Not Applicable","TRY","AG-07","62","No"
"POL-00932","KOBİ","Sağlık","Acente","Akdeniz","2025-01-11","2025-01-25","2025-01-24","2025-01","40920","40920","0","Paid On Time","0","Not Applicable","TRY","AG-07","65","Yes"
"POL-00933","Bireysel","Konut","Dijital","Karadeniz","2025-05-09","2025-06-04","2025-06-04","2025-05","4200","4200","0","Paid On Time","0","Not Applicable","TRY","AG-05","46","No"
"POL-00934","Bireysel","Kasko","Çağrı Merkezi","Ege","2025-05-03","2025-05-27","2025-05-24","2025-05","16750","16750","0","Paid On Time","0","Not Applicable","TRY","AG-08","48","Yes"
"POL-00935","KOBİ","Konut","Acente","Akdeniz","2025-10-03","2025-11-02","2025-11-21","2025-10","10940","10940","0","Paid Late","19","Not Applicable","TRY","AG-07","38","Yes"
"POL-00936","Bireysel","Trafik","Dijital","Marmara","2025-10-01","2025-10-30","2025-11-15","2025-10","6750","6750","0","Paid Late","16","Not Applicable","USD","AG-04","44","Yes"
"POL-00937","Bireysel","Seyahat","Çağrı Merkezi","Marmara","2025-12-15","2026-01-13","2026-01-17","2025-12","1410","1410","0","Paid Late","4","Not Applicable","TRY","AG-16","49","No"
"POL-00938","Kurumsal","Kasko","Banka","Ege","2025-11-03","2025-12-02","","2025-11","74670","0","74670","Cancelled","0","Not Applicable","TRY","AG-11","58","No"
"POL-00939","Bireysel","Trafik","Çağrı Merkezi","Karadeniz","2025-06-08","2025-06-24","","2025-06","9340","0","9340","Overdue","88","61-90 Days","EUR","AG-06","39","Yes"
"POL-00940","Bireysel","Trafik","Acente","Akdeniz","2025-05-07","2025-05-23","2025-05-22","2025-05","7120","7120","0","Paid On Time","0","Not Applicable","TRY","AG-04","69","Yes"
"POL-00941","Bireysel","Konut","Dijital","İç Anadolu","2025-04-17","2025-05-17","","2025-04","3780","0","3780","Cancelled","0","Not Applicable","TRY","AG-18","32","No"
"POL-00942","KOBİ","Trafik","Dijital","Marmara","2025-07-05","2025-08-03","2025-07-29","2025-07","12140","12140","0","Paid On Time","0","Not Applicable","TRY","AG-17","71","Yes"
"POL-00943","Bireysel","Sağlık","Çağrı Merkezi","Ege","2025-04-23","2025-05-17","2025-05-15","2025-04","21100","21100","0","Paid On Time","0","Not Applicable","TRY","AG-13","48","Yes"
"POL-00944","Kurumsal","Kasko","Dijital","Ege","2025-05-16","2025-06-10","","2025-05","84870","0","84870","Cancelled","0","Not Applicable","TRY","AG-17","65","No"
"POL-00945","Kurumsal","Trafik","Banka","Marmara","2025-02-03","2025-02-21","2025-02-17","2025-02","20400","20400","0","Paid On Time","0","Not Applicable","TRY","AG-16","57","Yes"
"POL-00946","Bireysel","Konut","Acente","Akdeniz","2025-02-14","2025-03-14","2025-03-14","2025-02","6720","6720","0","Paid On Time","0","Not Applicable","TRY","AG-06","26","Yes"
"POL-00947","Bireysel","Sağlık","Acente","Akdeniz","2025-12-24","2026-01-12","2026-01-12","2025-12","27090","27090","0","Paid On Time","0","Not Applicable","TRY","AG-08","46","No"
"POL-00948","Bireysel","Konut","Acente","Marmara","2025-01-22","2025-02-19","2025-02-17","2025-01","4750","4750","0","Paid On Time","0","Not Applicable","TRY","AG-09","39","Yes"
"POL-00949","Bireysel","Sağlık","Acente","Karadeniz","2025-08-06","2025-08-23","2025-08-21","2025-08","30690","30690","0","Paid On Time","0","Not Applicable","TRY","AG-16","73","No"
"POL-00950","Bireysel","Trafik","Dijital","Akdeniz","2025-09-08","2025-10-02","2025-10-02","2025-09","7110","7110","0","Paid On Time","0","Not Applicable","TRY","AG-16","59","Yes"
"POL-00951","KOBİ","Trafik","Banka","Ege","2025-05-03","2025-05-29","2025-05-27","2025-05","10840","10840","0","Paid On Time","0","Not Applicable","TRY","AG-14","48","Yes"
"POL-00952","Bireysel","Kasko","Banka","Ege","2025-11-05","2025-12-02","2025-11-30","2025-11","16540","16540","0","Paid On Time","0","Not Applicable","TRY","AG-18","69","No"
"POL-00953","Bireysel","Kasko","Acente","İç Anadolu","2025-03-07","2025-04-04","2025-04-03","2025-03","16480","16480","0","Paid On Time","0","Not Applicable","TRY","AG-16","64","Yes"
"POL-00954","KOBİ","Kasko","Dijital","Marmara","2025-02-15","2025-03-02","2025-03-18","2025-02","33710","33710","0","Paid Late","16","Not Applicable","TRY","AG-14","53","No"
"POL-00955","KOBİ","Sağlık","Acente","Marmara","2025-10-11","2025-10-26","2025-11-22","2025-10","40940","40940","0","Paid Late","27","Not Applicable","TRY","AG-07","79","No"
"POL-00956","Bireysel","Kasko","Dijital","Marmara","2025-10-07","2025-10-31","2025-11-21","2025-10","14350","14350","0","Paid Late","21","Not Applicable","TRY","AG-14","69","No"
"POL-00957","Bireysel","Kasko","Dijital","İç Anadolu","2025-10-11","2025-11-07","2025-11-06","2025-10","21220","21220","0","Paid On Time","0","Not Applicable","TRY","AG-13","67","Yes"
"POL-00958","KOBİ","Konut","Çağrı Merkezi","Marmara","2025-02-23","2025-03-22","2025-03-18","2025-02","7170","7170","0","Paid On Time","0","Not Applicable","TRY","AG-13","29","Yes"
"POL-00959","Bireysel","Trafik","Banka","İç Anadolu","2025-08-03","2025-08-23","2025-09-21","2025-08","7090","7090","0","Paid Late","29","Not Applicable","TRY","AG-18","43","Yes"
"POL-00960","Bireysel","Sağlık","Çağrı Merkezi","Marmara","2025-03-15","2025-03-31","2025-04-11","2025-03","27830","27830","0","Paid Late","11","Not Applicable","TRY","AG-14","70","No"
"POL-00961","Bireysel","Kasko","Dijital","İç Anadolu","2025-07-17","2025-08-03","2025-08-09","2025-07","13950","13950","0","Paid Late","6","Not Applicable","TRY","AG-09","72","Yes"
"POL-00962","Bireysel","Kasko","Banka","Marmara","2025-06-19","2025-07-12","2025-07-31","2025-06","17490","17490","0","Paid Late","19","Not Applicable","EUR","AG-13","68","No"
"POL-00963","Bireysel","Konut","Acente","Akdeniz","2025-10-13","2025-11-10","2025-11-08","2025-10","3600","3600","0","Paid On Time","0","Not Applicable","TRY","AG-06","21","Yes"
"POL-00964","KOBİ","Trafik","Banka","Marmara","2025-08-20","2025-09-15","2025-09-14","2025-08","18020","18020","0","Paid On Time","0","Not Applicable","TRY","AG-16","62","Yes"
"POL-00965","Bireysel","Seyahat","Çağrı Merkezi","Marmara","2025-02-03","2025-03-05","","2025-02","2170","0","2170","Overdue","71","61-90 Days","TRY","AG-06","33","No"
"POL-00966","Bireysel","Sağlık","Acente","Marmara","2025-07-05","2025-07-31","","2025-07","21520","0","21520","Cancelled","0","Not Applicable","TRY","AG-15","72","No"
"POL-00967","Bireysel","Seyahat","Dijital","Marmara","2025-04-03","2025-04-25","2025-04-24","2025-04","1740","1740","0","Paid On Time","0","Not Applicable","TRY","AG-03","25","Yes"
"POL-00968","Kurumsal","Kasko","Banka","Akdeniz","2025-08-03","2025-08-29","2025-08-30","2025-08","78290","78290","0","Paid Late","1","Not Applicable","TRY","AG-16","48","Yes"
"POL-00969","Bireysel","Kasko","Banka","Marmara","2025-01-19","2025-02-08","2025-02-08","2025-01","18300","18300","0","Paid On Time","0","Not Applicable","TRY","AG-04","43","Yes"
"POL-00970","Bireysel","Trafik","Acente","Marmara","2025-12-07","2025-12-28","2025-12-29","2025-12","9120","9120","0","Paid Late","1","Not Applicable","TRY","AG-10","37","No"
"POL-00971","Bireysel","Trafik","Banka","Marmara","2025-04-20","2025-05-09","2025-06-02","2025-04","8740","8740","0","Paid Late","24","Not Applicable","TRY","AG-16","38","Yes"
"POL-00972","KOBİ","Sağlık","Acente","Karadeniz","2025-05-10","2025-06-01","2025-05-29","2025-05","43260","43260","0","Paid On Time","0","Not Applicable","TRY","AG-07","57","Yes"
"POL-00973","Bireysel","Seyahat","Banka","İç Anadolu","2025-05-09","2025-05-25","","2025-05","1650","0","1650","Overdue","15","1-30 Days","TRY","AG-12","49","Yes"
"POL-00974","Bireysel","Trafik","Acente","İç Anadolu","2025-05-03","2025-05-18","2025-05-17","2025-05","6570","6570","0","Paid On Time","0","Not Applicable","TRY","AG-14","51","Yes"
"POL-00975","KOBİ","Trafik","Çağrı Merkezi","Karadeniz","2025-07-03","2025-07-21","2025-07-18","2025-07","9420","9420","0","Paid On Time","0","Not Applicable","TRY","AG-01","61","Yes"
"POL-00976","Bireysel","Seyahat","Acente","Marmara","2025-03-01","2025-03-17","2025-03-15","2025-03","1660","1660","0","Paid On Time","0","Not Applicable","TRY","AG-06","20","Yes"
"POL-00977","Bireysel","Sağlık","Acente","Marmara","2025-08-10","2025-09-05","","2025-08","23140","0","23140","Overdue","79","61-90 Days","TRY","AG-03","55","No"
"POL-00978","Bireysel","Kasko","Acente","Karadeniz","2025-04-19","2025-05-04","2025-05-01","2025-04","14470","14470","0","Paid On Time","0","Not Applicable","TRY","AG-05","73","Yes"
"POL-00979","Bireysel","Sağlık","Çağrı Merkezi","Marmara","2025-08-01","2025-08-23","","2025-08","25090","0","25090","Overdue","83","61-90 Days","TRY","AG-12","61","Yes"
"POL-00980","Kurumsal","Trafik","Banka","Ege","2025-12-18","2026-01-05","2026-01-04","2025-12","20000","20000","0","Paid On Time","0","Not Applicable","TRY","AG-16","50","Yes"
"POL-00981","KOBİ","Kasko","Acente","Akdeniz","2025-05-09","2025-06-03","","2025-05","30740","0","30740","Overdue","28","1-30 Days","TRY","AG-10","48","No"
"POL-00982","KOBİ","Kasko","Acente","Marmara","2025-07-14","2025-08-01","2025-08-01","2025-07","25480","25480","0","Paid On Time","0","Not Applicable","TRY","AG-01","60","Yes"
"POL-00983","Bireysel","Seyahat","Acente","İç Anadolu","2025-08-06","2025-08-22","2025-08-17","2025-08","1900","1900","0","Paid On Time","0","Not Applicable","TRY","AG-05","36","Yes"
"POL-00984","Bireysel","Trafik","Acente","İç Anadolu","2025-12-13","2026-01-06","2026-01-05","2025-12","6350","6350","0","Paid On Time","0","Not Applicable","TRY","AG-01","63","Yes"
"POL-00985","Bireysel","Trafik","Acente","Ege","2025-12-07","2026-01-04","2026-01-31","2025-12","9790","9790","0","Paid Late","27","Not Applicable","TRY","AG-05","53","Yes"
"POL-00986","KOBİ","Konut","Çağrı Merkezi","Ege","2025-12-06","2025-12-25","2026-01-18","2025-12","8120","8120","0","Paid Late","24","Not Applicable","TRY","AG-12","26","No"
"POL-00987","Bireysel","Trafik","Çağrı Merkezi","Karadeniz","2025-07-05","2025-07-19","2025-07-24","2025-07","6760","6760","0","Paid Late","5","Not Applicable","TRY","AG-17","68","Yes"
"POL-00988","Bireysel","Kasko","Banka","İç Anadolu","2025-08-19","2025-09-12","2025-09-12","2025-08","13310","13310","0","Paid On Time","0","Not Applicable","TRY","AG-18","42","Yes"
"POL-00989","Bireysel","Trafik","Çağrı Merkezi","İç Anadolu","2025-08-16","2025-09-05","2025-09-29","2025-08","9130","9130","0","Paid Late","24","Not Applicable","EUR","AG-03","55","Yes"
"POL-00990","KOBİ","Kasko","Acente","Marmara","2025-03-10","2025-03-28","2025-04-20","2025-03","37830","37830","0","Paid Late","23","Not Applicable","TRY","AG-02","42","Yes"
"POL-00991","Bireysel","Trafik","Dijital","Marmara","2025-11-20","2025-12-10","2025-12-10","2025-11","7650","7650","0","Paid On Time","0","Not Applicable","EUR","AG-07","37","Yes"
"POL-00992","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-09-21","2025-10-12","2025-10-21","2025-09","8950","8950","0","Paid Late","9","Not Applicable","USD","AG-18","50","Yes"
"POL-00993","KOBİ","Sağlık","Acente","Ege","2025-02-04","2025-03-06","2025-03-12","2025-02","53790","53790","0","Paid Late","6","Not Applicable","USD","AG-06","47","Yes"
"POL-00994","Bireysel","Seyahat","Acente","İç Anadolu","2025-03-14","2025-04-08","2025-04-03","2025-03","1970","1970","0","Paid On Time","0","Not Applicable","TRY","AG-13","39","Yes"
"POL-00995","Bireysel","Sağlık","Çağrı Merkezi","Karadeniz","2025-12-14","2026-01-09","","2025-12","32440","16890","15550","Overdue","44","31-60 Days","TRY","AG-12","67","No"
"POL-00996","KOBİ","Sağlık","Acente","Akdeniz","2025-04-17","2025-05-02","2025-05-01","2025-04","59840","59840","0","Paid On Time","0","Not Applicable","TRY","AG-01","69","Yes"
"POL-00997","Bireysel","Kasko","Dijital","Marmara","2025-05-04","2025-06-02","2025-06-10","2025-05","25110","25110","0","Paid Late","8","Not Applicable","USD","AG-06","71","Yes"
"POL-00998","Bireysel","Kasko","Dijital","Marmara","2025-08-20","2025-09-19","2025-09-14","2025-08","25050","25050","0","Paid On Time","0","Not Applicable","TRY","AG-01","70","Yes"
"POL-00999","Bireysel","Kasko","Dijital","Karadeniz","2025-09-07","2025-09-23","","2025-09","21300","16990","4310","Overdue","39","31-60 Days","TRY","AG-04","73","No"
"POL-01000","Bireysel","Kasko","Dijital","Akdeniz","2025-03-18","2025-04-11","2025-04-07","2025-03","16740","16740","0","Paid On Time","0","Not Applicable","TRY","AG-17","70","No"
"POL-01001","KOBİ","Kasko","Dijital","Ege","2025-04-10","2025-05-08","","2025-04","23630","0","23630","Cancelled","0","Not Applicable","TRY","AG-09","74","Yes"
"POL-01002","Kurumsal","Konut","Acente","Ege","2025-10-19","2025-11-12","2025-11-11","2025-10","20490","20490","0","Paid On Time","0","Not Applicable","TRY","AG-06","43","Yes"
"POL-01003","Bireysel","Trafik","Acente","Karadeniz","2025-02-21","2025-03-16","2025-03-29","2025-02","9810","9810","0","Paid Late","13","Not Applicable","TRY","AG-01","54","Yes"
"POL-01004","Bireysel","Trafik","Acente","İç Anadolu","2025-01-24","2025-02-09","2025-02-09","2025-01","10200","10200","0","Paid On Time","0","Not Applicable","TRY","AG-06","58","Yes"
"POL-01005","Bireysel","Konut","Acente","Ege","2025-10-04","2025-10-31","2025-10-30","2025-10","3540","3540","0","Paid On Time","0","Not Applicable","EUR","AG-09","25","Yes"
"POL-01006","Kurumsal","Trafik","Acente","Marmara","2025-10-23","2025-11-17","","2025-10","27460","17510","9950","Overdue","76","61-90 Days","TRY","AG-18","40","Yes"
"POL-01007","Bireysel","Trafik","Banka","Akdeniz","2025-05-05","2025-05-24","","2025-05","5450","0","5450","Overdue","34","31-60 Days","TRY","AG-10","47","No"
"POL-01008","Kurumsal","Konut","Çağrı Merkezi","Marmara","2025-10-20","2025-11-17","2025-11-13","2025-10","19730","19730","0","Paid On Time","0","Not Applicable","TRY","AG-09","26","Yes"
"POL-01009","Bireysel","Seyahat","Banka","Marmara","2025-07-04","2025-07-26","2025-07-23","2025-07","2460","2460","0","Paid On Time","0","Not Applicable","TRY","AG-13","17","Yes"
"POL-01010","Bireysel","Sağlık","Çağrı Merkezi","Ege","2025-12-03","2025-12-17","2026-01-03","2025-12","32690","32690","0","Paid Late","17","Not Applicable","TRY","AG-11","65","Yes"
"POL-01011","Bireysel","Trafik","Acente","Karadeniz","2025-08-02","2025-08-26","2025-08-21","2025-08","8290","8290","0","Paid On Time","0","Not Applicable","TRY","AG-16","59","Yes"
"POL-01012","Bireysel","Konut","Banka","Akdeniz","2025-02-06","2025-02-25","","2025-02","3550","0","3550","Overdue","98","90+ Days","EUR","AG-07","52","Yes"
"POL-01013","Bireysel","Trafik","Banka","Marmara","2025-12-03","2025-12-31","2025-12-26","2025-12","5470","5470","0","Paid On Time","0","Not Applicable","TRY","AG-09","50","Yes"
"POL-01014","Bireysel","Konut","Acente","Marmara","2025-03-22","2025-04-06","2025-04-04","2025-03","5740","5740","0","Paid On Time","0","Not Applicable","TRY","AG-07","48","No"
"POL-01015","Bireysel","Seyahat","Acente","Akdeniz","2025-11-20","2025-12-18","","2025-11","1540","0","1540","Cancelled","0","Not Applicable","TRY","AG-03","27","No"
"POL-01016","Bireysel","Kasko","Acente","İç Anadolu","2025-03-11","2025-04-06","2025-04-02","2025-03","21680","21680","0","Paid On Time","0","Not Applicable","TRY","AG-07","71","Yes"
"POL-01017","Kurumsal","Trafik","Acente","İç Anadolu","2025-03-08","2025-03-25","2025-03-24","2025-03","21820","21820","0","Paid On Time","0","Not Applicable","TRY","AG-15","36","Yes"
"POL-01018","KOBİ","Seyahat","Acente","İç Anadolu","2025-08-19","2025-09-02","2025-08-31","2025-08","3950","3950","0","Paid On Time","0","Not Applicable","TRY","AG-05","39","Yes"
"POL-01019","Bireysel","Trafik","Banka","İç Anadolu","2025-06-01","2025-06-19","2025-06-14","2025-06","9750","9750","0","Paid On Time","0","Not Applicable","TRY","AG-11","50","Yes"
"POL-01020","KOBİ","Kasko","Çağrı Merkezi","İç Anadolu","2025-06-10","2025-06-26","2025-06-24","2025-06","29390","29390","0","Paid On Time","0","Not Applicable","USD","AG-08","45","Yes"
"POL-01021","Bireysel","Kasko","Acente","Marmara","2025-07-08","2025-07-24","","2025-07","15070","6960","8110","Overdue","18","1-30 Days","EUR","AG-08","69","No"
"POL-01022","Bireysel","Sağlık","Banka","Marmara","2025-03-06","2025-03-31","2025-03-26","2025-03","33660","33660","0","Paid On Time","0","Not Applicable","TRY","AG-06","50","Yes"
"POL-01023","Bireysel","Trafik","Dijital","Ege","2025-11-10","2025-11-28","2025-11-25","2025-11","10100","10100","0","Paid On Time","0","Not Applicable","TRY","AG-08","40","Yes"
"POL-01024","Bireysel","Konut","Acente","Akdeniz","2025-04-07","2025-04-28","","2025-04","3970","0","3970","Overdue","76","61-90 Days","TRY","AG-13","25","Yes"
"POL-01025","Bireysel","Seyahat","Dijital","Akdeniz","2025-11-08","2025-12-03","2025-11-28","2025-11","1430","1430","0","Paid On Time","0","Not Applicable","TRY","AG-12","34","Yes"
"POL-01026","Bireysel","Trafik","Acente","Karadeniz","2025-05-04","2025-05-25","2025-05-25","2025-05","9050","9050","0","Paid On Time","0","Not Applicable","TRY","AG-04","46","Yes"
"POL-01027","Kurumsal","Konut","Acente","İç Anadolu","2025-12-06","2026-01-01","2026-01-23","2025-12","15270","15270","0","Paid Late","22","Not Applicable","TRY","AG-04","39","Yes"
"POL-01028","Kurumsal","Kasko","Acente","Akdeniz","2025-02-21","2025-03-08","","2025-02","48310","23050","25260","Overdue","11","1-30 Days","TRY","AG-17","40","No"
"POL-01029","Bireysel","Kasko","Dijital","Akdeniz","2025-08-19","2025-09-17","2025-10-15","2025-08","24920","24920","0","Paid Late","28","Not Applicable","USD","AG-02","67","Yes"
"POL-01030","Bireysel","Konut","Acente","Marmara","2025-08-16","2025-09-15","2025-09-10","2025-08","3490","3490","0","Paid On Time","0","Not Applicable","TRY","AG-18","27","No"
"POL-01031","KOBİ","Konut","Dijital","Karadeniz","2025-01-12","2025-01-29","2025-01-26","2025-01","7970","7970","0","Paid On Time","0","Not Applicable","TRY","AG-04","50","Yes"
"POL-01032","KOBİ","Kasko","Acente","Marmara","2025-01-01","2025-01-23","2025-01-18","2025-01","26130","26130","0","Paid On Time","0","Not Applicable","TRY","AG-04","71","Yes"
"POL-01033","Bireysel","Trafik","Çağrı Merkezi","Marmara","2025-06-06","2025-06-21","2025-06-28","2025-06","8310","8310","0","Paid Late","7","Not Applicable","TRY","AG-05","59","Yes"
"POL-01034","KOBİ","Kasko","Dijital","Ege","2025-10-16","2025-11-10","2025-11-10","2025-10","24420","24420","0","Paid On Time","0","Not Applicable","TRY","AG-10","44","No"
"POL-01035","KOBİ","Sağlık","Acente","Karadeniz","2025-11-14","2025-11-30","","2025-11","45850","0","45850","Cancelled","0","Not Applicable","TRY","AG-06","55","No"
"POL-01036","Bireysel","Sağlık","Çağrı Merkezi","Marmara","2025-06-09","2025-07-04","2025-07-03","2025-06","31540","31540","0","Paid On Time","0","Not Applicable","TRY","AG-13","69","Yes"
"POL-01037","Bireysel","Sağlık","Acente","Marmara","2025-03-20","2025-04-12","2025-05-06","2025-03","25690","25690","0","Paid Late","24","Not Applicable","USD","AG-01","47","Yes"
"POL-01038","Bireysel","Konut","Dijital","Akdeniz","2025-03-06","2025-03-30","2025-03-27","2025-03","3680","3680","0","Paid On Time","0","Not Applicable","TRY","AG-16","33","Yes"
"POL-01039","KOBİ","Trafik","Acente","Marmara","2025-02-23","2025-03-22","","2025-02","17620","9500","8120","Overdue","42","31-60 Days","TRY","AG-04","65","Yes"
"POL-01040","Bireysel","Konut","Çağrı Merkezi","Akdeniz","2025-04-18","2025-05-12","2025-05-08","2025-04","4100","4100","0","Paid On Time","0","Not Applicable","TRY","AG-16","52","No"
"POL-01041","Bireysel","Trafik","Dijital","Karadeniz","2025-11-19","2025-12-03","2025-11-30","2025-11","9590","9590","0","Paid On Time","0","Not Applicable","TRY","AG-15","71","Yes"
"POL-01042","KOBİ","Kasko","Acente","Marmara","2025-04-21","2025-05-08","2025-05-07","2025-04","25400","25400","0","Paid On Time","0","Not Applicable","TRY","AG-11","71","Yes"
"POL-01043","Bireysel","Sağlık","Acente","Marmara","2025-05-24","2025-06-13","2025-06-09","2025-05","18000","18000","0","Paid On Time","0","Not Applicable","TRY","AG-14","78","Yes"
"POL-01044","KOBİ","Kasko","Acente","Akdeniz","2025-10-21","2025-11-09","","2025-10","26790","0","26790","Overdue","53","31-60 Days","TRY","AG-14","65","Yes"
"POL-01045","Bireysel","Konut","Acente","Akdeniz","2025-04-23","2025-05-23","2025-05-19","2025-04","4880","4880","0","Paid On Time","0","Not Applicable","TRY","AG-03","32","No"
"POL-01046","Bireysel","Trafik","Acente","Akdeniz","2025-06-03","2025-06-18","","2025-06","5660","2960","2700","Overdue","33","31-60 Days","TRY","AG-13","46","Yes"
"POL-01047","Bireysel","Kasko","Banka","İç Anadolu","2025-02-20","2025-03-18","","2025-02","13700","0","13700","Overdue","18","1-30 Days","TRY","AG-13","65","No"
"POL-01048","Bireysel","Trafik","Acente","Ege","2025-03-12","2025-04-11","2025-04-06","2025-03","9430","9430","0","Paid On Time","0","Not Applicable","TRY","AG-18","39","Yes"
"POL-01049","Bireysel","Trafik","Acente","Akdeniz","2025-03-23","2025-04-08","2025-04-03","2025-03","6380","6380","0","Paid On Time","0","Not Applicable","TRY","AG-12","69","Yes"
"POL-01050","Bireysel","Konut","Acente","İç Anadolu","2025-01-06","2025-01-21","","2025-01","5990","0","5990","Cancelled","0","Not Applicable","TRY","AG-03","29","No"
"POL-01051","Kurumsal","Kasko","Dijital","İç Anadolu","2025-02-08","2025-03-02","2025-03-12","2025-02","67160","67160","0","Paid Late","10","Not Applicable","TRY","AG-15","66","Yes"
"POL-01052","Bireysel","Konut","Acente","İç Anadolu","2025-07-05","2025-07-27","2025-07-24","2025-07","5370","5370","0","Paid On Time","0","Not Applicable","TRY","AG-11","45","Yes"
"POL-01053","Bireysel","Kasko","Acente","Marmara","2025-03-08","2025-04-02","","2025-03","24210","0","24210","Cancelled","0","Not Applicable","TRY","AG-06","69","No"
"POL-01054","Bireysel","Kasko","Dijital","Marmara","2025-07-03","2025-07-27","2025-07-22","2025-07","24810","24810","0","Paid On Time","0","Not Applicable","TRY","AG-11","44","No"
"POL-01055","Bireysel","Sağlık","Çağrı Merkezi","Marmara","2025-06-09","2025-06-27","","2025-06","22900","0","22900","Overdue","104","90+ Days","TRY","AG-11","51","No"
